unit_id,town,county,buildable_area_sq_km,excluded_area_sq_km,climate_safe_suitability_score,suitability_tier,housing_need_score,social_vulnerability_score,infrastructure_access_score,flood_exposure_score,environmental_constraint_score,review_notes
grid5km_2301939475_4023,Lincoln,Penobscot,21.6122085118185000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4130,Lincoln,Penobscot,10.4791653430486000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4235,Lincoln,Penobscot,2.7720700179360300,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_3806,Lincoln,Penobscot,2.0892738168791300,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4020,Lincoln,Penobscot,6.6615203228857300,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4129,Lincoln,Penobscot,24.1902778343971000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4236,Lincoln,Penobscot,2.9616475807904000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_3913,Lincoln,Penobscot,9.6332791453507600,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4021,Lincoln,Penobscot,24.9908470000176000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4128,Lincoln,Penobscot,17.1780785342441000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_3916,Lincoln,Penobscot,5.0665438736607600,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_3807,Lincoln,Penobscot,3.7758237212914000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301939475_4022,Lincoln,Penobscot,25.0000000000000000,0E-24,64.15,moderate candidate for parcel screening,63.94,56.54,35.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4859,Lamoine,Hancock,14.6362303726474000,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4966,Lamoine,Hancock,2.5532800692502000,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4754,Lamoine,Hancock,0.57306154757587300000,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4752,Lamoine,Hancock,5.8006615434575500,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4753,Lamoine,Hancock,17.9611154876350000,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4860,Lamoine,Hancock,20.1383574603645000,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4861,Lamoine,Hancock,0.45573864431471200000,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4967,Lamoine,Hancock,1.6060412643115300,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300938180_4646,Lamoine,Hancock,1.1932834507791400,0E-24,64.12,moderate candidate for parcel screening,45.35,30.77,45.29,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300177800_1742,Turner,Androscoggin,12.7584998493941000,0E-24,64.11,moderate candidate for parcel screening,44.69,32.84,46.62,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302358515_2805,Phippsburg,Sagadahoc,24.3600971396070000,0E-24,64.09,moderate candidate for parcel screening,54.1,37.76,44.12,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300307065_4367,Bridgewater,Aroostook,8.2746234858408900,0E-24,64.08,moderate candidate for parcel screening,52.85,50.3,44.19,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300307065_4262,Bridgewater,Aroostook,12.6687324468579000,0E-24,64.08,moderate candidate for parcel screening,52.85,50.3,44.19,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300307065_4155,Bridgewater,Aroostook,3.3874845831716100,0E-24,64.08,moderate candidate for parcel screening,52.85,50.3,44.19,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300307065_4153,Bridgewater,Aroostook,0.89026822010099500000,0E-24,64.08,moderate candidate for parcel screening,52.85,50.3,44.19,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300307065_4154,Bridgewater,Aroostook,8.0840450739458900,0E-24,64.08,moderate candidate for parcel screening,52.85,50.3,44.19,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301948505_3576,Newburgh,Penobscot,0.38234305302920400000,0E-24,64.08,moderate candidate for parcel screening,49.45,36.5,42.99,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301948505_3577,Newburgh,Penobscot,20.4305236378984000,0E-24,64.08,moderate candidate for parcel screening,49.45,36.5,42.99,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301948505_3579,Newburgh,Penobscot,1.4837664689626100,0E-24,64.08,moderate candidate for parcel screening,49.45,36.5,42.99,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3785,Northport,Waldo,6.5167001000738600,0E-24,64.08,moderate candidate for parcel screening,59.21,41.52,40.22,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3891,Northport,Waldo,15.1227646127333000,0E-24,64.08,moderate candidate for parcel screening,59.21,41.52,40.22,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3892,Northport,Waldo,6.1059008196152000,0E-24,64.08,moderate candidate for parcel screening,59.21,41.52,40.22,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302752845_3784,Northport,Waldo,24.7190241026239000,0E-24,64.08,moderate candidate for parcel screening,59.21,41.52,40.22,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303133665_1728,Hollis,York,3.2824266741215200,0E-24,64.07,moderate candidate for parcel screening,45.91,25.69,45.39,0,7.55833095599808,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302376960_2380,Topsham,Sagadahoc,20.1510670938500000,0E-24,64.07,moderate candidate for parcel screening,42.59,35.47,54.79,8,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301380425_3246,Washington,Knox,19.5385546279286000,0E-24,64.06,moderate candidate for parcel screening,54.44,43.13,40.14,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303133665_1516,Hollis,York,3.0554425485100900,0E-24,64.05,moderate candidate for parcel screening,45.91,25.69,47.39,0,13.7320780393781,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4120,Milford,Penobscot,25.0000000000000000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4122,Milford,Penobscot,0.54626113868056000000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4227,Milford,Penobscot,8.6891808936997100,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4228,Milford,Penobscot,0.61592477601204900000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4013,Milford,Penobscot,23.1693868711300000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_3907,Milford,Penobscot,1.2021246695772500,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4014,Milford,Penobscot,14.2173582352059000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_4121,Milford,Penobscot,21.2448091823356000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301945670_3906,Milford,Penobscot,0.84600220749652900000,0E-24,64.05,moderate candidate for parcel screening,42.81,36.38,49.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300146160_1847,Minot,Androscoggin,1.3730735867314300,0E-24,64.04,moderate candidate for parcel screening,44.82,30.7,45.54,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300553860_2162,North Yarmouth,Cumberland,5.2657659070164300,0E-24,64.04,moderate candidate for parcel screening,33.43,22.34,54.16,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300553860_2055,North Yarmouth,Cumberland,15.2927985269143000,0E-24,64.04,moderate candidate for parcel screening,33.43,22.34,54.16,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300129255_1956,Greene,Androscoggin,21.5270309438681000,0E-24,64.03,moderate candidate for parcel screening,48.66,34.62,48.48,8.24325017378871,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301731670_1533,Hartford,Oxford,11.0265665729958000,0E-24,64.01,moderate candidate for parcel screening,61.14,28.64,28.45,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301731670_1532,Hartford,Oxford,24.3763771741638000,0E-24,64.01,moderate candidate for parcel screening,61.14,28.64,28.45,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301731670_1639,Hartford,Oxford,21.3758792921713000,0E-24,64.01,moderate candidate for parcel screening,61.14,28.64,28.45,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301731670_1425,Hartford,Oxford,7.8860573087199000,0E-24,64.01,moderate candidate for parcel screening,61.14,28.64,28.45,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300775980_1538,Temple,Franklin,16.9607517601615000,0E-24,64.00,moderate candidate for parcel screening,58.49,36.1,33.55,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303133665_1515,Hollis,York,22.0837162937273000,0E-24,63.99,moderate candidate for parcel screening,45.91,25.69,45.39,0,8.3469301669608,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2303133665_1620,Hollis,York,10.6543143648093000,0E-24,63.98,moderate candidate for parcel screening,45.91,25.69,45.39,0,8.38290048783401,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5521,Princeton,Washington,12.2245679933121000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5628,Princeton,Washington,12.7208324849441000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5413,Princeton,Washington,0.75702509806767900000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5627,Princeton,Washington,25.0000000000000000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5734,Princeton,Washington,12.9559344005421000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5626,Princeton,Washington,17.7802479708514000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5520,Princeton,Washington,20.7739642763328000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5519,Princeton,Washington,3.6022026225616600,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302961035_5733,Princeton,Washington,2.3704496088286000,0E-24,63.98,moderate candidate for parcel screening,51.28,44.45,43.48,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302985290_5938,Whitneyville,Washington,6.4995341630947800,0E-24,63.96,moderate candidate for parcel screening,58.37,47.86,37.46,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302985290_6045,Whitneyville,Washington,7.2749346972384500,0E-24,63.96,moderate candidate for parcel screening,58.37,47.86,37.46,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302985290_6044,Whitneyville,Washington,4.3715604027723300,0E-24,63.96,moderate candidate for parcel screening,58.37,47.86,37.46,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302985290_5832,Whitneyville,Washington,3.9866196422408400,0E-24,63.96,moderate candidate for parcel screening,58.37,47.86,37.46,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302985290_5939,Whitneyville,Washington,11.3494348695661000,0E-24,63.96,moderate candidate for parcel screening,58.37,47.86,37.46,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2302985290_5833,Whitneyville,Washington,5.6935772440301100,0E-24,63.96,moderate candidate for parcel screening,58.37,47.86,37.46,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300734820_1862,Industry,Franklin,18.6596550979524000,0E-24,63.95,moderate candidate for parcel screening,65.01,35.52,26.65,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3557,Monhegan,Lincoln,9.1377323660430500,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3556,Monhegan,Lincoln,23.4390031858353000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3663,Monhegan,Lincoln,25.0000000000000000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3661,Monhegan,Lincoln,0.82171436415974000000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3770,Monhegan,Lincoln,15.4680847251220000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3662,Monhegan,Lincoln,24.4737687416983000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3555,Monhegan,Lincoln,14.7224777466512000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3664,Monhegan,Lincoln,5.3652749263703500,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3771,Monhegan,Lincoln,0.40416744495598800000,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301546335_3769,Monhegan,Lincoln,6.9520134623444500,0E-24,63.95,moderate candidate for parcel screening,42.9,31.86,47.56,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301186515_2609,Winslow,Kennebec,1.6533966507582400,0E-24,63.95,moderate candidate for parcel screening,54.58,41.03,49.58,16,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1629,Casco,Cumberland,5.4485281553624600,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1415,Casco,Cumberland,3.7893322588720000,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1524,Casco,Cumberland,0.76338608086542500000,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1522,Casco,Cumberland,25.0000000000000000,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1414,Casco,Cumberland,0.28368948349643400000,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1628,Casco,Cumberland,1.4954496450262300,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1520,Casco,Cumberland,8.5443121508348700,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1523,Casco,Cumberland,21.4367831258025000,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1521,Casco,Cumberland,24.0605061621943000,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300511125_1630,Casco,Cumberland,7.4123192473145900,0E-24,63.94,moderate candidate for parcel screening,56.06,39.33,36.85,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_1963,Mount Vernon,Kennebec,2.0239431951080700,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2177,Mount Vernon,Kennebec,24.8285354902521000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_1964,Mount Vernon,Kennebec,0.67468997766275000000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2069,Mount Vernon,Kennebec,9.8515780337166000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2071,Mount Vernon,Kennebec,12.6039390548590000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2283,Mount Vernon,Kennebec,8.0733610575577300,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2284,Mount Vernon,Kennebec,4.6565975611265300,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2070,Mount Vernon,Kennebec,22.4532991215468000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2178,Mount Vernon,Kennebec,13.9320202805870000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2176,Mount Vernon,Kennebec,13.0543679904773000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301147770_2072,Mount Vernon,Kennebec,0.26092504894026800000,0E-24,63.94,moderate candidate for parcel screening,46.46,30.19,43.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300339300_3951,Limestone,Aroostook,24.1848420797489000,0E-24,63.91,moderate candidate for parcel screening,49.99,54.85,47.98,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548820_1737,New Gloucester,Cumberland,8.8106893757906400,0E-24,63.89,moderate candidate for parcel screening,35.97,26.17,52.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300548820_1950,New Gloucester,Cumberland,19.8406156587061000,0E-24,63.89,moderate candidate for parcel screening,35.97,26.17,52.39,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300164570_2276,Sabattus,Androscoggin,14.9456164936091000,0E-24,63.87,moderate candidate for parcel screening,50.01,41.76,49.07,8.36727427993539,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300507170_1202,Bridgton,Cumberland,20.2723120778131000,0E-24,63.86,moderate candidate for parcel screening,59.16,46.87,36.0,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4573,Hodgdon,Aroostook,8.8621330617382700,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4575,Hodgdon,Aroostook,18.9627437082142000,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4466,Hodgdon,Aroostook,9.2206951105198300,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4467,Hodgdon,Aroostook,20.9905831367901000,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4680,Hodgdon,Aroostook,1.4529039376977300,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4574,Hodgdon,Aroostook,25.0000000000000000,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4468,Hodgdon,Aroostook,13.0918361246254000,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4681,Hodgdon,Aroostook,5.5076964696592900,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300333385_4361,Hodgdon,Aroostook,0.26481610931703800000,0E-24,63.85,moderate candidate for parcel screening,48.4,41.84,45.03,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2300300800_1916,Allagash,Aroostook,25.0000000000000000,0E-24,63.84,moderate candidate for parcel screening,90.09,72.25,21.61,12.2437218145713,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4522,Matinicus Isle,Knox,10.4532285270781000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_3880,Matinicus Isle,Knox,25.0000000000000000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4096,Matinicus Isle,Knox,24.7209744015386000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4307,Matinicus Isle,Knox,14.6177003196080000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_3882,Matinicus Isle,Knox,3.6738902163189800,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4311,Matinicus Isle,Knox,15.2830521687325000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4093,Matinicus Isle,Knox,6.0473395369154400,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4309,Matinicus Isle,Knox,24.9869644606872000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4520,Matinicus Isle,Knox,0.47798267567240300000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
grid5km_2301344165_4521,Matinicus Isle,Knox,10.5296478909694000,0E-24,63.84,moderate candidate for parcel screening,35.0,27.91,53.78,0,0,"Moderate planning score; compare with local infrastructure, zoning, and hazard overlays."
